epoch,train_mae_deg,val_mae_deg,val_mse,learning_rate,epoch_time_s,is_best
1,10.609581,10.136031,519.751803,0.001,802.1203,True
2,8.314395,9.011085,497.440728,0.001,818.7742,True
3,7.603955,9.94991,468.221626,0.001,606.9691,True
4,7.296872,10.054095,476.463633,0.001,812.4874,False
5,7.067719,9.678583,483.406238,0.001,837.0707,False
6,6.858536,9.850547,504.743173,0.001,844.2532,False
7,6.696696,10.137049,506.786217,0.001,821.5235,False
8,6.542636,9.824485,500.746075,0.001,842.514,False
9,6.408581,9.555382,484.36555,0.001,825.9776,False
10,6.148527,9.603049,499.410818,0.0005,836.674,False
11,6.07155,9.578827,501.796363,0.0005,827.4881,False
12,6.006952,9.913006,540.442519,0.0005,836.4179,False
13,5.962159,9.744609,523.985233,0.0005,806.399,False
14,5.915329,9.537092,507.449704,0.0005,793.9628,False
15,5.88039,9.756853,498.100197,0.0005,864.0214,False
16,5.757248,9.703527,496.732633,0.00025,856.364,False
17,5.732874,9.635817,498.57832,0.00025,848.1712,False
18,5.71028,10.16267,533.984602,0.00025,845.9959,False
19,5.687094,10.524075,571.765362,0.00025,850.3968,False
20,5.677222,10.340909,542.816155,0.00025,852.1522,False
21,5.654095,9.907933,520.677547,0.00025,852.26,False
22,5.591749,9.6574,501.065122,0.000125,850.305,False
23,5.578642,9.693488,505.672507,0.000125,849.521,False
